Income,Savings,Expenses,Saving Percentage,Expense Percentage,Expense Category,Expense Category Numeric,Predicted Expense Category Numeric
15341,6274,9067,40.89694283,59.10305717,Housing,3,3
209354,43197,166157,20.63347249,79.36652751,Entertainment,0,0
59853,1810,58043,3.024075652,96.97592435,Food,1,4
24394,14207,10187,58.23973108,41.76026892,Housing,3,3
206960,52524,154436,25.37881716,74.62118284,Entertainment,0,0
33820,19602,14218,57.95978711,42.04021289,Food,1,1
75177,17016,58161,22.63458239,77.36541761,Transportation,4,4
171195,63795,107400,37.26452291,62.73547709,Healthcare,2,0
247942,66236,181706,26.71431222,73.28568778,Entertainment,0,0
51378,815,50563,1.586282066,98.41371793,Food,1,4
56093,15762,40331,28.09976289,71.90023711,Food,1,4
102295,44971,57324,43.96207048,56.03792952,Transportation,4,4
82962,8532,74430,10.28422651,89.71577349,Transportation,4,4
195457,39689,155768,20.305745,79.694255,Entertainment,0,0
183196,2023,181173,1.104281753,98.89571825,Entertainment,0,0
37219,19061,18158,51.21309009,48.78690991,Food,1,1
32077,11457,20620,35.71718053,64.28281947,Food,1,1
54346,13724,40622,25.2530085,74.7469915,Food,1,4
229692,29031,200661,12.63909932,87.36090068,Entertainment,0,0
66231,14248,51983,21.51258474,78.48741526,Transportation,4,4
45696,18709,26987,40.94231443,59.05768557,Food,1,1
56424,3895,52529,6.903090883,93.09690912,Food,1,4
12624,4939,7685,39.123891,60.876109,Housing,3,3
50672,5629,45043,11.10869908,88.89130092,Food,1,4
107454,50777,56677,47.25463919,52.74536081,Transportation,4,4
184486,49273,135213,26.70825971,73.29174029,Entertainment,0,0
178446,3326,175120,1.863869182,98.13613082,Healthcare,2,0
61566,34691,26875,56.34765942,43.65234058,Transportation,4,4
184148,24340,159808,13.2176293,86.7823707,Entertainment,0,0
16274,3184,13090,19.56495023,80.43504977,Housing,3,3
139475,56217,83258,40.30614806,59.69385194,Healthcare,2,2
54630,13516,41114,24.74098481,75.25901519,Food,1,4
13971,1013,12958,7.250733663,92.74926634,Housing,3,3
13853,1095,12758,7.904425034,92.09557497,Housing,3,3
172667,31411,141256,18.19166372,81.80833628,Healthcare,2,0
131396,60714,70682,46.20688605,53.79311395,Healthcare,2,4
36391,15048,21343,41.35088346,58.64911654,Food,1,1
20349,3751,16598,18.43333825,81.56666175,Housing,3,3
24523,5128,19395,20.91098153,79.08901847,Housing,3,3
95298,55976,39322,58.73785389,41.26214611,Transportation,4,4
69511,15156,54355,21.80374329,78.19625671,Transportation,4,4
156372,22190,134182,14.19052004,85.80947996,Healthcare,2,0
208191,18058,190133,8.673765917,91.32623408,Entertainment,0,0
38333,19165,19168,49.99608692,50.00391308,Food,1,1
38987,22841,16146,58.5861954,41.4138046,Food,1,1
12160,4241,7919,34.87664474,65.12335526,Housing,3,3
238913,27136,211777,11.35810944,88.64189056,Entertainment,0,0
143268,30816,112452,21.50933914,78.49066086,Healthcare,2,2
133422,15984,117438,11.98003328,88.01996672,Healthcare,2,2
23584,10602,12982,44.95420624,55.04579376,Housing,3,3
45932,12984,32948,28.26787425,71.73212575,Food,1,1
32748,1744,31004,5.325516062,94.67448394,Food,1,1
169123,53175,115948,31.4416135,68.5583865,Healthcare,2,0
183107,39222,143885,21.42026247,78.57973753,Entertainment,0,0
25044,7369,17675,29.42421338,70.57578662,Housing,3,1
85120,1304,83816,1.531954887,98.46804511,Transportation,4,4
222877,56962,165915,25.55759455,74.44240545,Entertainment,0,0
244677,4040,240637,1.651156423,98.34884358,Entertainment,0,0
19172,7042,12130,36.73064886,63.26935114,Housing,3,3
21287,2578,18709,12.11067788,87.88932212,Housing,3,3
57085,21945,35140,38.44267321,61.55732679,Food,1,4
14959,7239,7720,48.39227221,51.60772779,Housing,3,3
230824,20349,210475,8.815807715,91.18419229,Entertainment,0,0
128247,6417,121830,5.003625816,94.99637418,Healthcare,2,2
75759,18864,56895,24.90001188,75.09998812,Transportation,4,4
102073,7617,94456,7.462306389,92.53769361,Transportation,4,2
39683,9432,30251,23.76836429,76.23163571,Food,1,1
156892,11241,145651,7.164801265,92.83519874,Healthcare,2,0
213433,31717,181716,14.86040116,85.13959884,Entertainment,0,0
13642,2813,10829,20.62014367,79.37985633,Housing,3,3
220112,28672,191440,13.02609581,86.97390419,Entertainment,0,0
21973,8682,13291,39.51212852,60.48787148,Housing,3,3
58967,21953,37014,37.22929774,62.77070226,Food,1,4
185707,31732,153975,17.08713188,82.91286812,Entertainment,0,0
127156,54907,72249,43.18081726,56.81918274,Healthcare,2,2
126905,64986,61919,51.20838422,48.79161578,Healthcare,2,4
24893,13252,11641,53.23584944,46.76415056,Housing,3,3
35806,15835,19971,44.22443166,55.77556834,Food,1,1
187165,18728,168437,10.00614431,89.99385569,Entertainment,0,0
135372,18265,117107,13.49245043,86.50754957,Healthcare,2,2
122859,10965,111894,8.924865089,91.07513491,Healthcare,2,2
51633,2424,49209,4.694672012,95.30532799,Food,1,4
124421,23956,100465,19.25398446,80.74601554,Healthcare,2,2
102063,4447,97616,4.357112764,95.64288724,Transportation,4,2
242758,973,241785,0.400810684,99.59918932,Entertainment,0,0
21401,3258,18143,15.22358768,84.77641232,Housing,3,3
15525,6729,8796,43.34299517,56.65700483,Housing,3,3
51495,17236,34259,33.4712108,66.5287892,Food,1,4
135363,18179,117184,13.42981465,86.57018535,Healthcare,2,2
107128,37215,69913,34.73881712,65.26118288,Transportation,4,2
232774,68315,164459,29.34820899,70.65179101,Entertainment,0,0
27254,5448,21806,19.98972628,80.01027372,Housing,3,1
120926,16139,104787,13.34617865,86.65382135,Healthcare,2,2
205886,69039,136847,33.53263456,66.46736544,Entertainment,0,0
118013,3603,114410,3.053053477,96.94694652,Transportation,4,2
77494,32867,44627,42.41231579,57.58768421,Transportation,4,4
91581,26084,65497,28.48189035,71.51810965,Transportation,4,4
17014,3005,14009,17.66192547,82.33807453,Housing,3,3
151676,48186,103490,31.76903399,68.23096601,Healthcare,2,0
56768,16482,40286,29.0339628,70.9660372,Food,1,4
46498,26659,19839,57.33364876,42.66635124,Food,1,1
54331,10578,43753,19.46954777,80.53045223,Food,1,4
16686,2490,14196,14.92268968,85.07731032,Housing,3,3
127816,54512,73304,42.64880766,57.35119234,Healthcare,2,2
225098,8175,216923,3.631751504,96.3682485,Entertainment,0,0
226003,43643,182360,19.31080561,80.68919439,Entertainment,0,0
73765,2165,71600,2.934996272,97.06500373,Transportation,4,4
26340,10419,15921,39.55580866,60.44419134,Housing,3,1
43619,15100,28519,34.61794172,65.38205828,Food,1,1
153026,5844,147182,3.81895887,96.18104113,Healthcare,2,0
219931,30310,189621,13.78159514,86.21840486,Entertainment,0,0
13161,120,13041,0.911784819,99.08821518,Housing,3,3
31628,4572,27056,14.45554572,85.54445428,Food,1,1
75007,26908,48099,35.87398509,64.12601491,Transportation,4,4
47036,24786,22250,52.69580747,47.30419253,Food,1,1
148308,4897,143411,3.301912237,96.69808776,Healthcare,2,2
25896,9417,16479,36.36468953,63.63531047,Housing,3,1
15806,3675,12131,23.2506643,76.7493357,Housing,3,3
142831,64246,78585,44.98043142,55.01956858,Healthcare,2,2
171872,61360,110512,35.70098678,64.29901322,Healthcare,2,0
104796,23292,81504,22.22603916,77.77396084,Transportation,4,2
33870,9455,24415,27.91555949,72.08444051,Food,1,1
25359,7526,17833,29.67782641,70.32217359,Housing,3,1
140681,3460,137221,2.459465031,97.54053497,Healthcare,2,2
57510,31598,25912,54.94348809,45.05651191,Food,1,4
81975,10456,71519,12.75510826,87.24489174,Transportation,4,4
37475,21016,16459,56.08005337,43.91994663,Food,1,1
196731,16381,180350,8.326598248,91.67340175,Entertainment,0,0
32454,5740,26714,17.68657176,82.31342824,Food,1,1
21208,10196,11012,48.07619766,51.92380234,Housing,3,3
18855,4071,14784,21.5910899,78.4089101,Housing,3,3
40060,7475,32585,18.65951073,81.34048927,Food,1,1
247077,17472,229605,7.071479741,92.92852026,Entertainment,0,0
130932,65303,65629,49.8755079,50.1244921,Healthcare,2,4
108912,54664,54248,50.19097987,49.80902013,Transportation,4,4
153893,20113,133780,13.06947035,86.93052965,Healthcare,2,0
71223,2574,68649,3.614001095,96.3859989,Transportation,4,4
75007,26337,48670,35.11272281,64.88727719,Transportation,4,4
226433,26706,199727,11.79421727,88.20578273,Entertainment,0,0
57047,18605,38442,32.61345908,67.38654092,Food,1,4
127247,13113,114134,10.30515454,89.69484546,Healthcare,2,2
11101,1023,10078,9.215386001,90.784614,Housing,3,3
52692,351,52341,0.666135277,99.33386472,Food,1,4
20050,1163,18887,5.800498753,94.19950125,Housing,3,3
30970,13534,17436,43.70035518,56.29964482,Food,1,1
47032,3013,44019,6.406276578,93.59372342,Food,1,4
43220,7660,35560,17.72327626,82.27672374,Food,1,1
157333,61723,95610,39.23080346,60.76919654,Healthcare,2,0
140292,34568,105724,24.6400365,75.3599635,Healthcare,2,2
59072,19053,40019,32.2538597,67.7461403,Food,1,4
27400,9901,17499,36.1350365,63.8649635,Housing,3,1
110592,48207,62385,43.58995226,56.41004774,Transportation,4,4
224620,62990,161630,28.04291693,71.95708307,Entertainment,0,0
37577,109,37468,0.290071054,99.70992895,Food,1,1
174423,33728,140695,19.33689938,80.66310062,Healthcare,2,0
56754,25476,31278,44.88846601,55.11153399,Food,1,4
56514,8814,47700,15.59613547,84.40386453,Food,1,4
101159,54717,46442,54.09009579,45.90990421,Transportation,4,4
17297,6788,10509,39.2437995,60.7562005,Housing,3,3
134351,35788,98563,26.63768785,73.36231215,Healthcare,2,2
12672,733,11939,5.784406566,94.21559343,Housing,3,3
14959,6901,8058,46.13276289,53.86723711,Housing,3,3
248662,16593,232069,6.672913433,93.32708657,Entertainment,0,0
163904,10827,153077,6.605696017,93.39430398,Healthcare,2,0
13815,1735,12080,12.55881288,87.44118712,Housing,3,3
237385,64384,173001,27.12218548,72.87781452,Entertainment,0,0
129556,29292,100264,22.60952793,77.39047207,Healthcare,2,2
32472,4371,28101,13.46082779,86.53917221,Food,1,1
100002,44736,55266,44.7351053,55.2648947,Transportation,4,4
19352,9428,9924,48.71847871,51.28152129,Housing,3,3
18194,7060,11134,38.80400132,61.19599868,Housing,3,3
53715,23706,30009,44.13292376,55.86707624,Food,1,4
151013,18,150995,0.011919504,99.9880805,Healthcare,2,0
121281,68110,53171,56.15883774,43.84116226,Healthcare,2,4
189685,63412,126273,33.43016053,66.56983947,Entertainment,0,0
179417,64095,115322,35.72403953,64.27596047,Healthcare,2,0
179863,52396,127467,29.13106086,70.86893914,Healthcare,2,0
155119,214,154905,0.1379586,99.8620414,Healthcare,2,0
172124,68571,103553,39.83813995,60.16186005,Healthcare,2,0
59623,14693,44930,24.64317461,75.35682539,Food,1,4
72167,26358,45809,36.52361883,63.47638117,Transportation,4,4
154940,52571,102369,33.92990835,66.07009165,Healthcare,2,0
64478,16103,48375,24.97440988,75.02559012,Transportation,4,4
11220,4257,6963,37.94117647,62.05882353,Housing,3,3
135849,16541,119308,12.17601896,87.82398104,Healthcare,2,2
193220,38793,154427,20.07711417,79.92288583,Entertainment,0,0
211226,41619,169607,19.70354028,80.29645972,Entertainment,0,0
223088,31901,191187,14.29973822,85.70026178,Entertainment,0,0
23553,7417,16136,31.49068059,68.50931941,Housing,3,3
243359,65329,178030,26.84470268,73.15529732,Entertainment,0,0
26757,11341,15416,42.38517024,57.61482976,Housing,3,1
191635,68283,123352,35.63180004,64.36819996,Entertainment,0,0
142702,34235,108467,23.99055374,76.00944626,Healthcare,2,2
60787,10232,50555,16.83254643,83.16745357,Transportation,4,4
15250,1876,13374,12.30163934,87.69836066,Housing,3,3
46532,7978,38554,17.14519041,82.85480959,Food,1,1
109483,53240,56243,48.6285542,51.3714458,Transportation,4,4
76468,7004,69464,9.159386933,90.84061307,Transportation,4,4
246984,3307,243677,1.338953131,98.66104687,Entertainment,0,0
243082,32430,210652,13.34117705,86.65882295,Entertainment,0,0
154814,58089,96725,37.52180035,62.47819965,Healthcare,2,0
22487,8006,14481,35.60279272,64.39720728,Housing,3,3
215035,65050,149985,30.25088939,69.74911061,Entertainment,0,0
179758,13127,166631,7.302595712,92.69740429,Healthcare,2,0
29629,14819,14810,50.01518782,49.98481218,Housing,3,1
10505,22,10483,0.209424084,99.79057592,Housing,3,3
97136,28252,68884,29.08499423,70.91500577,Transportation,4,4
107123,39809,67314,37.16195402,62.83804598,Transportation,4,2
46261,8274,37987,17.88547589,82.11452411,Food,1,1
10070,739,9331,7.338629593,92.66137041,Housing,3,3
227008,55821,171187,24.58988229,75.41011771,Entertainment,0,0
58266,25640,32626,44.00508015,55.99491985,Food,1,4
90133,44140,45993,48.9720746,51.0279254,Transportation,4,4
132538,55209,77329,41.65522341,58.34477659,Healthcare,2,2
10545,4861,5684,46.09767662,53.90232338,Housing,3,3
105633,13356,92277,12.64377609,87.35622391,Transportation,4,2
110721,40674,70047,36.73557862,63.26442138,Transportation,4,2
168390,38975,129415,23.14567373,76.85432627,Healthcare,2,0
41919,4174,37745,9.9572986,90.0427014,Food,1,1
35998,19776,16222,54.93638535,45.06361465,Food,1,1
157146,48861,108285,31.09274178,68.90725822,Healthcare,2,0
171662,67277,104385,39.19155084,60.80844916,Healthcare,2,0
72967,9689,63278,13.2786054,86.7213946,Transportation,4,4
237072,49879,187193,21.03959978,78.96040022,Entertainment,0,0
11212,5411,5801,48.26079201,51.73920799,Housing,3,3
40311,11562,28749,28.68199747,71.31800253,Food,1,1
38106,21210,16896,55.6605259,44.3394741,Food,1,1
231905,57596,174309,24.836032,75.163968,Entertainment,0,0
28723,13725,14998,47.78400585,52.21599415,Housing,3,1
126256,56622,69634,44.84697757,55.15302243,Healthcare,2,4
27527,10518,17009,38.20975769,61.79024231,Housing,3,1
234052,15562,218490,6.648949806,93.35105019,Entertainment,0,0
23553,11404,12149,48.41846049,51.58153951,Housing,3,3
93417,38327,55090,41.02786431,58.97213569,Transportation,4,4
40902,3759,37143,9.190259645,90.80974035,Food,1,1
167728,54772,112956,32.65525136,67.34474864,Healthcare,2,0
191344,1261,190083,0.659022494,99.34097751,Entertainment,0,0
135222,1647,133575,1.217997071,98.78200293,Healthcare,2,2
17277,10363,6914,59.98147827,40.01852173,Housing,3,3
18652,3049,15603,16.34677246,83.65322754,Housing,3,3
42204,1561,40643,3.698701545,96.30129846,Food,1,4
20053,5271,14782,26.28534384,73.71465616,Housing,3,3
97465,33948,63517,34.83096496,65.16903504,Transportation,4,4
48560,20226,28334,41.65156507,58.34843493,Food,1,1
47877,27070,20807,56.54071893,43.45928107,Food,1,1
131248,435,130813,0.331433622,99.66856638,Healthcare,2,2
220715,50941,169774,23.07999003,76.92000997,Entertainment,0,0
133231,28326,104905,21.26081768,78.73918232,Healthcare,2,2
132304,46156,86148,34.88632241,65.11367759,Healthcare,2,2
59266,16734,42532,28.23541322,71.76458678,Food,1,4
103205,41841,61364,40.54164042,59.45835958,Transportation,4,4
238712,40673,198039,17.03852341,82.96147659,Entertainment,0,0
181655,4815,176840,2.650628939,97.34937106,Entertainment,0,0
101441,60082,41359,59.22851707,40.77148293,Transportation,4,4
21990,9179,12811,41.74170077,58.25829923,Housing,3,3
119965,53849,66116,44.88725878,55.11274122,Transportation,4,4
24346,12128,12218,49.81516471,50.18483529,Housing,3,3
122653,37721,84932,30.75424164,69.24575836,Healthcare,2,2
68887,24556,44331,35.64678386,64.35321614,Transportation,4,4
58016,34625,23391,59.68181191,40.31818809,Food,1,1
178262,21586,156676,12.10914272,87.89085728,Healthcare,2,0
57527,7451,50076,12.95217898,87.04782102,Food,1,4
23378,12637,10741,54.05509453,45.94490547,Housing,3,3
95840,12359,83481,12.89545075,87.10454925,Transportation,4,4
122797,42779,80018,34.83717029,65.16282971,Healthcare,2,2
161385,66299,95086,41.0812653,58.9187347,Healthcare,2,0
170099,62539,107560,36.76623613,63.23376387,Healthcare,2,0
245494,33693,211801,13.72457168,86.27542832,Entertainment,0,0
219420,38388,181032,17.49521466,82.50478534,Entertainment,0,0
127118,20694,106424,16.27936248,83.72063752,Healthcare,2,2
204894,5381,199513,2.626236005,97.373764,Entertainment,0,0
247705,4775,242930,1.927696252,98.07230375,Entertainment,0,0
37626,3259,34367,8.661563812,91.33843619,Food,1,1
128253,45775,82478,35.69117292,64.30882708,Healthcare,2,2
53685,9907,43778,18.4539443,81.5460557,Food,1,4
80971,5657,75314,6.98645194,93.01354806,Transportation,4,4
170652,30372,140280,17.79762323,82.20237677,Healthcare,2,0
162592,50936,111656,31.32749459,68.67250541,Healthcare,2,0
27316,9684,17632,35.45174989,64.54825011,Housing,3,1
27738,4052,23686,14.60811883,85.39188117,Housing,3,1
11190,2588,8602,23.12779267,76.87220733,Housing,3,3
243886,42863,201023,17.57501456,82.42498544,Entertainment,0,0
44681,13218,31463,29.58304425,70.41695575,Food,1,1
227805,43385,184420,19.04479709,80.95520291,Entertainment,0,0
121802,11074,110728,9.091804732,90.90819527,Healthcare,2,2
219971,60035,159936,27.29223398,72.70776602,Entertainment,0,0
34374,1349,33025,3.924477803,96.0755222,Food,1,1
33415,11392,22023,34.09247344,65.90752656,Food,1,1
73918,13095,60823,17.71557672,82.28442328,Transportation,4,4
65068,5749,59319,8.835372226,91.16462777,Transportation,4,4
48159,15142,33017,31.44168276,68.55831724,Food,1,1
134203,30701,103502,22.87653778,77.12346222,Healthcare,2,2
128929,11266,117663,8.738142699,91.2618573,Healthcare,2,2
43349,6044,37305,13.9426515,86.0573485,Food,1,1
26129,15166,10963,58.04278771,41.95721229,Housing,3,1
241046,20919,220127,8.678426524,91.32157348,Entertainment,0,0
32196,18082,14114,56.16225618,43.83774382,Food,1,1
41708,11593,30115,27.79562674,72.20437326,Food,1,1
89691,27124,62567,30.2416073,69.7583927,Transportation,4,4
233411,9074,224337,3.88756314,96.11243686,Entertainment,0,0
14708,1739,12969,11.82349742,88.17650258,Housing,3,3
221066,29931,191135,13.53939547,86.46060453,Entertainment,0,0
180946,23510,157436,12.99282659,87.00717341,Entertainment,0,0
27790,6813,20977,24.51601295,75.48398705,Housing,3,1
58416,10281,48135,17.59963024,82.40036976,Food,1,4
191906,27887,164019,14.53159359,85.46840641,Entertainment,0,0
42383,19918,22465,46.99525753,53.00474247,Food,1,1
52638,25973,26665,49.34268019,50.65731981,Food,1,4
26976,8828,18148,32.72538553,67.27461447,Housing,3,1
27136,656,26480,2.41745283,97.58254717,Housing,3,1
212010,18745,193265,8.841564077,91.15843592,Entertainment,0,0
49587,26981,22606,54.41143848,45.58856152,Food,1,1
120168,65449,54719,54.46458292,45.53541708,Healthcare,2,4
45813,2890,42923,6.308253116,93.69174688,Food,1,4
109907,61913,47994,56.33217175,43.66782825,Transportation,4,4
247250,52681,194569,21.30677452,78.69322548,Entertainment,0,0
116995,58631,58364,50.11410744,49.88589256,Transportation,4,4
66917,16623,50294,24.84122121,75.15877879,Transportation,4,4
160786,60866,99920,37.85528591,62.14471409,Healthcare,2,0
29018,7994,21024,27.54841822,72.45158178,Housing,3,1
93862,4032,89830,4.295668108,95.70433189,Transportation,4,4
233050,46960,186090,20.15018236,79.84981764,Entertainment,0,0
196049,46519,149530,23.72825161,76.27174839,Entertainment,0,0
14480,8341,6139,57.60359116,42.39640884,Housing,3,3
192128,62145,129983,32.34562375,67.65437625,Entertainment,0,0
47439,1836,45603,3.870233352,96.12976665,Food,1,4
12080,5845,6235,48.38576159,51.61423841,Housing,3,3
169899,50761,119138,29.87716231,70.12283769,Healthcare,2,0
28937,15125,13812,52.26872171,47.73127829,Housing,3,1
43625,25852,17773,59.25959885,40.74040115,Food,1,1
185536,48315,137221,26.04076837,73.95923163,Entertainment,0,0
28708,3276,25432,11.41145325,88.58854675,Housing,3,1
138945,1999,136946,1.438698766,98.56130123,Healthcare,2,2
139884,56674,83210,40.51499814,59.48500186,Healthcare,2,2
121951,37517,84434,30.76399538,69.23600462,Healthcare,2,2
46317,8765,37552,18.92393722,81.07606278,Food,1,1
181097,63432,117665,35.02653274,64.97346726,Entertainment,0,0
52836,1930,50906,3.652812476,96.34718752,Food,1,4
220413,39896,180517,18.10056576,81.89943424,Entertainment,0,0
146358,22604,123754,15.44432146,84.55567854,Healthcare,2,2
51011,12755,38256,25.00441081,74.99558919,Food,1,4
216466,32714,183752,15.11276598,84.88723402,Entertainment,0,0
138406,36432,101974,26.32255827,73.67744173,Healthcare,2,2
47375,26331,21044,55.57994723,44.42005277,Food,1,1
208338,65750,142588,31.55929307,68.44070693,Entertainment,0,0
171259,52437,118822,30.61853684,69.38146316,Healthcare,2,0
18503,489,18014,2.642814679,97.35718532,Housing,3,3
67578,29356,38222,43.44017284,56.55982716,Transportation,4,4
170324,31250,139074,18.34738498,81.65261502,Healthcare,2,0
13711,529,13182,3.858216031,96.14178397,Housing,3,3
18419,2597,15822,14.0995711,85.9004289,Housing,3,3
103436,57771,45665,55.85192776,44.14807224,Transportation,4,4
206168,16199,189969,7.857184432,92.14281557,Entertainment,0,0
41753,2644,39109,6.332479103,93.6675209,Food,1,1
95799,3648,92151,3.807972943,96.19202706,Transportation,4,4
189246,69845,119401,36.90698879,63.09301121,Entertainment,0,0
109019,23806,85213,21.8365606,78.1634394,Transportation,4,2
20871,9987,10884,47.85108524,52.14891476,Housing,3,3
132325,63663,68662,48.11109012,51.88890988,Healthcare,2,4
84381,3466,80915,4.107559759,95.89244024,Transportation,4,4
28147,3491,24656,12.40274274,87.59725726,Housing,3,1
81350,1015,80335,1.247695144,98.75230486,Transportation,4,4
229103,2591,226512,1.130932375,98.86906762,Entertainment,0,0
200144,50843,149301,25.40320969,74.59679031,Entertainment,0,0
80602,3198,77404,3.967643483,96.03235652,Transportation,4,4
180215,60514,119701,33.5787809,66.4212191,Entertainment,0,0
33785,17465,16320,51.694539,48.305461,Food,1,1
21519,5808,15711,26.99010177,73.00989823,Housing,3,3
72399,902,71497,1.245873562,98.75412644,Transportation,4,4
18458,9574,8884,51.86910825,48.13089175,Housing,3,3
87286,51260,36026,58.72648535,41.27351465,Transportation,4,4
145830,35938,109892,24.64376329,75.35623671,Healthcare,2,2
29447,11842,17605,40.21462288,59.78537712,Housing,3,1
67657,13092,54565,19.35054762,80.64945238,Transportation,4,4
46479,25687,20792,55.26581897,44.73418103,Food,1,1
44397,6879,37518,15.49429015,84.50570985,Food,1,1
25501,12700,12801,49.80196855,50.19803145,Housing,3,1
31808,8066,23742,25.3584004,74.6415996,Food,1,1
110242,2770,107472,2.512653979,97.48734602,Transportation,4,2
164984,14249,150735,8.636595064,91.36340494,Healthcare,2,0
164881,26096,138785,15.82717232,84.17282768,Healthcare,2,0
66844,25467,41377,38.09915624,61.90084376,Transportation,4,4
64190,16648,47542,25.93550397,74.06449603,Transportation,4,4
160812,65157,95655,40.51749869,59.48250131,Healthcare,2,0
16824,8487,8337,50.44579173,49.55420827,Housing,3,3
74465,39183,35282,52.61935137,47.38064863,Transportation,4,4
98735,13305,85430,13.47546463,86.52453537,Transportation,4,4
152677,50896,101781,33.33573492,66.66426508,Healthcare,2,0
17244,5443,11801,31.56460218,68.43539782,Housing,3,3
37047,2580,34467,6.96412665,93.03587335,Food,1,1
36326,1324,35002,3.644772339,96.35522766,Food,1,1
149136,7037,142099,4.718511962,95.28148804,Healthcare,2,2
187252,16196,171056,8.649306816,91.35069318,Entertainment,0,0
49724,8720,41004,17.53680315,82.46319685,Food,1,4
69964,35883,34081,51.28780516,48.71219484,Transportation,4,4
58346,30931,27415,53.01306002,46.98693998,Food,1,4
58848,5474,53374,9.301930397,90.6980696,Food,1,4
31165,17570,13595,56.37734638,43.62265362,Food,1,1
121770,50244,71526,41.26139443,58.73860557,Healthcare,2,2
83731,3787,79944,4.522817117,95.47718288,Transportation,4,4
73139,25445,47694,34.78992056,65.21007944,Transportation,4,4
22778,12257,10521,53.81069453,46.18930547,Housing,3,3
84560,3577,80983,4.23013245,95.76986755,Transportation,4,4
81845,47462,34383,57.99010324,42.00989676,Transportation,4,4
104997,58567,46430,55.77968894,44.22031106,Transportation,4,4
239053,37205,201848,15.56349429,84.43650571,Entertainment,0,0
58826,3164,55662,5.3785741,94.6214259,Food,1,4
41684,16667,25017,39.98416659,60.01583341,Food,1,1
249676,49985,199691,20.01994585,79.98005415,Entertainment,0,0
92955,32097,60858,34.5296111,65.4703889,Transportation,4,4
132177,17948,114229,13.57876181,86.42123819,Healthcare,2,2
185291,46234,139057,24.95210237,75.04789763,Entertainment,0,0
67486,28256,39230,41.86942477,58.13057523,Transportation,4,4
201895,40264,161631,19.9430397,80.0569603,Entertainment,0,0
200192,37390,162802,18.67707001,81.32292999,Entertainment,0,0
93630,11624,82006,12.41482431,87.58517569,Transportation,4,4
17598,2345,15253,13.32537788,86.67462212,Housing,3,3
207724,50435,157289,24.2798136,75.7201864,Entertainment,0,0
48098,21527,26571,44.75653873,55.24346127,Food,1,1
36194,19883,16311,54.93451953,45.06548047,Food,1,1
46507,19166,27341,41.21100049,58.78899951,Food,1,1
160375,16050,144325,10.00779423,89.99220577,Healthcare,2,0
46946,6351,40595,13.52830912,86.47169088,Food,1,4
183414,34814,148600,18.98110286,81.01889714,Entertainment,0,0
121047,24999,96048,20.65230861,79.34769139,Healthcare,2,2
82868,22530,60338,27.18781677,72.81218323,Transportation,4,4
206876,7507,199369,3.628743789,96.37125621,Entertainment,0,0
17414,3925,13489,22.53933617,77.46066383,Housing,3,3
51054,849,50205,1.662945117,98.33705488,Food,1,4
85949,47723,38226,55.52478796,44.47521204,Transportation,4,4
53727,16941,36786,31.53163214,68.46836786,Food,1,4
41843,14718,27125,35.17434218,64.82565782,Food,1,1
19935,2303,17632,11.55254577,88.44745423,Housing,3,3
141571,63389,78182,44.77541304,55.22458696,Healthcare,2,2
92191,15286,76905,16.58079422,83.41920578,Transportation,4,4
80044,1543,78501,1.927689771,98.07231023,Transportation,4,4
21022,5932,15090,28.21805727,71.78194273,Housing,3,3
93731,55619,38112,59.33895936,40.66104064,Transportation,4,4
90946,48802,42144,53.66041387,46.33958613,Transportation,4,4
16808,4879,11929,29.02784388,70.97215612,Housing,3,3
36416,10170,26246,27.92728471,72.07271529,Food,1,1
86691,51151,35540,59.00381816,40.99618184,Transportation,4,4
42769,15701,27068,36.7111693,63.2888307,Food,1,1
150221,28671,121550,19.08588014,80.91411986,Healthcare,2,0
78969,34897,44072,44.1907584,55.8092416,Transportation,4,4
107786,765,107021,0.709739669,99.29026033,Transportation,4,2
124699,26546,98153,21.28806165,78.71193835,Healthcare,2,2
53953,7968,45985,14.76840954,85.23159046,Food,1,4
47039,8590,38449,18.26144263,81.73855737,Food,1,1
160554,18202,142352,11.33699565,88.66300435,Healthcare,2,0
138108,57858,80250,41.89330089,58.10669911,Healthcare,2,2
23889,1744,22145,7.300431161,92.69956884,Housing,3,3
128723,41515,87208,32.2514236,67.7485764,Healthcare,2,2
169818,39605,130213,23.32202711,76.67797289,Healthcare,2,0
59026,23164,35862,39.24372311,60.75627689,Food,1,4
89017,3340,85677,3.752092297,96.2479077,Transportation,4,4
204843,25571,179272,12.48321886,87.51678114,Entertainment,0,0
189467,56552,132915,29.84794186,70.15205814,Entertainment,0,0
39387,7740,31647,19.65115393,80.34884607,Food,1,1
156220,55590,100630,35.58443221,64.41556779,Healthcare,2,0
31748,12079,19669,38.04649112,61.95350888,Food,1,1
11442,826,10616,7.219017654,92.78098235,Housing,3,3
16658,1646,15012,9.881138192,90.11886181,Housing,3,3
146054,1346,144708,0.921576951,99.07842305,Healthcare,2,2
209240,61292,147948,29.29267826,70.70732174,Entertainment,0,0
43357,17380,25977,40.08579929,59.91420071,Food,1,1
104006,47481,56525,45.65217391,54.34782609,Transportation,4,4
26657,15112,11545,56.69055032,43.30944968,Housing,3,1
33509,14818,18691,44.22095556,55.77904444,Food,1,1
